path,category,fully read?,execution/test evidence,audit owner,findings,not reviewed reason
"slurm/jobs_tc1_smoke/qwen_4b_4bit__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/qwen_4b_base__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/qwen_4b_base__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/qwen_4b_base__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/judge_validation.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/judge_validation_512.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/judge_validation_int8.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/judge_validation_int8_512.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/judge_validation_newpairs.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/__init__.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/conftest.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_agent_harness.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_arc.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_dashboard_data.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_dashboard_theme.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_datasets.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_evaluators.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_int8_scoping.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_judge_agreement.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_judge_pairwise.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_judge_validation.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_matrix_reuse.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_metrics_and_config.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_models.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_pipeline.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_precision_sweep.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_quant_analysis.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_quant_config_schema.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_quant_int8.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_quant_pipeline_utils.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_quant_smoke.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_refusal_margin.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_refusal_parser.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_report_claims.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_sensitivity.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_slurm_helpers.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"tests/test_xstest_benign.py","test","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
